82847744,0,4885,5467,3978,
82848744,0,4882,5431,3976,
82849744,0,4884,5460,3970,
82850744,0,4888,5453,3974,
82851744,0,4882,5482,3974,
82852744,0,4883,5432,3976,
82853744,0,4882,5443,3974,
82854744,0,4880,5454,3974,
82855744,0,4884,5455,3979,
82856744,0,4886,5459,3976,
82857744,0,4883,5463,3968,
82858744,0,4884,5446,3973,
82859744,0,4886,5452,3974,
82860744,0,4887,5452,3974,
82861744,0,4883,5457,3977,
82862744,0,4884,5457,3973,
82863744,0,4884,5450,3973,
82864744,0,4886,5463,3969,
82865744,0,4885,5462,3973,
82866744,0,4884,5461,3966,
82867744,0,4886,5456,3959,
82868744,0,4886,5452,3982,
82869744,0,4881,5458,3983,
82870744,0,4884,5457,3979,
82871744,0,4883,5460,3978,
82872744,0,4882,5453,3976,
82873744,0,4884,5457,3974,
82874744,0,4886,5462,3975,
82875744,0,4886,5461,3974,
82876744,0,4882,5460,3979,
82877744,0,4882,5457,3959,
82878744,0,4885,5456,3966,
82879744,0,4885,5457,3981,
82880744,0,4886,5456,3976,
82881744,0,4883,5462,3964,
82882744,0,4881,5459,3971,
82883744,0,4883,5457,3974,
82884744,0,4882,5456,3989,
82885744,0,4876,5455,3973,
82886744,0,4887,5454,3969,
82887744,0,4884,5457,3961,
82888744,0,4883,5458,3973,
82889744,0,4883,5463,3968,
82890744,0,4885,5449,3984,
82891744,0,4884,5456,3976,
82892744,0,4887,5457,3974,
82893744,0,4884,5457,3971,
82894744,0,4893,5456,3965,
82895744,0,4884,5452,3989,
82896744,0,4883,5456,3970,
82897744,0,4886,5458,3990,
82898744,0,4884,5458,3977,
82899744,0,4882,5457,3982,
82900744,0,4883,5457,3976,
82901744,0,4887,5459,3976,
82902744,0,4888,5462,3981,
82903744,0,4881,5456,3975,
82904744,0,4882,5460,3977,
82905744,0,4876,5455,3974,
82906744,0,4887,5454,3979,
82907744,0,4887,5455,3970,
82908744,0,4870,5456,3967,
82909744,0,4884,5456,3975,
82910744,0,4904,5462,3976,
82911744,0,4888,5457,3973,
82912744,0,4869,5458,3981,
82913744,0,4875,5457,3976,
82914744,0,4891,5460,3980,
82915744,0,4881,5454,3980,
82916744,0,4873,5457,3981,
82917744,0,4896,5457,3963,
82918744,0,4899,5449,3974,
82919744,0,4874,5452,3981,
82920744,0,4881,5455,3978,
82921744,0,4895,5456,3972,
82922744,0,4896,5462,3976,
82923744,0,4875,5450,3979,
82924744,0,4868,5454,3973,
82925744,0,4895,5456,3966,
82926744,0,4897,5458,3971,
82927744,0,4876,5455,3982,
82928744,0,4875,5473,3979,
82929744,0,4890,5454,3971,
82930744,0,4895,5457,3974,
82931744,0,4872,5457,3978,
82932744,0,4886,5456,3973,
82933744,0,4892,5455,3980,
82934744,0,4877,5455,3974,
82935744,0,4879,5454,3970,
82936744,0,4886,5489,3966,
82937744,0,4889,5455,3987,
82938744,0,4887,5431,3974,
82939744,0,4883,5453,3981,
82940744,0,4885,5458,3975,
82941744,0,4885,5457,3975,
82942744,0,4886,5459,3965,
82943744,0,4884,5454,3978,
82944744,0,4887,5456,3977,
82945744,0,4880,5459,3982,
82946744,0,4882,5458,3971,
82947744,0,4878,5454,3991,
82948744,0,4889,5464,3981,
82949744,0,4888,5455,3984,
82950744,0,4884,5453,3975,
82951744,0,4885,5463,3977,
82952744,0,4887,5455,3979,
82953744,0,4889,5457,3981,
82954744,0,4876,5455,3976,
82955744,0,4884,5451,3982,
82956744,0,4882,5460,3973,
82957744,0,4885,5458,3977,
82958744,0,4888,5461,3969,
82959744,0,4885,5455,3978,
82960744,0,4888,5453,3968,
82961744,0,4886,5455,3975,
82962744,0,4886,5453,3970,
82963744,0,4886,5456,3976,
82964744,0,4885,5456,3978,
82965744,0,4885,5453,3980,
82966744,0,4884,5456,3982,
82967744,0,4887,5449,3967,
82968744,0,4883,5462,3970,
82969744,0,4884,5457,3970,
82970744,0,4885,5449,3974,
82971744,0,4888,5451,3969,
82972744,0,4874,5459,3976,
82973744,0,4882,5456,3975,
82974744,0,4887,5455,3963,
82975744,0,4888,5460,3972,
82976744,0,4884,5474,3976,
82977744,0,4885,5458,3976,
82978744,0,4883,5438,3971,
82979744,0,4887,5447,3979,
82980744,0,4883,5467,3973,
82981744,0,4886,5455,3979,
82982744,0,4887,5460,3975,
82983744,0,4887,5448,3976,
82984744,0,4885,5477,3981,
82985744,0,4884,5453,3968,
82986744,0,4886,5459,3977,
82987744,0,4888,5457,3972,
82988744,0,4885,5456,3974,
82989744,0,4885,5458,3975,
82990744,0,4884,5446,3980,
82991744,0,4887,5454,3977,
82992744,0,4888,5454,3974,
82993744,0,4886,5462,3973,
82994744,0,4887,5452,3972,
82995744,0,4888,5458,3969,
82996744,0,4886,5455,3972,
82997744,0,4883,5457,3968,
82998744,0,4885,5456,3966,
82999744,0,4885,5461,3976,
83000744,0,4886,5458,3977,
83001744,0,4885,5449,3976,
83002744,0,4885,5451,3975,
83003744,0,4885,5458,3976,
83004744,0,4888,5460,3971,
83005744,0,4892,5457,3975,
83006744,0,4882,5455,3980,
83007744,0,4886,5455,3978,
83008744,0,4898,5457,3971,
83009744,0,4887,5456,3974,
83010744,0,4886,5456,3978,
83011744,0,4880,5456,3971,
83012744,0,4882,5457,3972,
83013744,0,4877,5457,3976,
83014744,0,4897,5459,3975,
83015744,0,4909,5460,3969,
83016744,0,4870,5458,3970,
83017744,0,4860,5455,3967,
83018744,0,4897,5460,3980,
83019744,0,4899,5456,3979,
83020744,0,4898,5456,3974,
83021744,0,4875,5454,3972,
83022744,0,4899,5458,3980,
83023744,0,4885,5457,3977,
83024744,0,4857,5458,3982,
83025744,0,4894,5457,3979,
83026744,0,4922,5456,3982,
83027744,0,4864,5455,3978,
83028744,0,4869,5458,3977,
83029744,0,4864,5455,3981,
83030744,0,4914,5459,3979,
83031744,0,4895,5459,3973,
83032744,0,4859,5454,3975,
83033744,0,4879,5455,3978,
83034744,0,4899,5457,3980,
83035744,0,4890,5462,3969,
83036744,0,4884,5463,3986,
83037744,0,4884,5457,3978,
83038744,0,4888,5458,3978,
83039744,0,4876,5456,3976,
83040744,0,4885,5459,3977,
83041744,0,4878,5455,3974,
83042744,0,4885,5454,3977,
83043744,0,4883,5455,3980,
83044744,0,4883,5456,3979,
83045744,0,4888,5458,3972,
83046744,0,4888,5454,3972,
83047744,0,4888,5457,3970,
83048744,0,4884,5458,3974,
83049744,0,4877,5455,3981,
83050744,0,4884,5457,3977,
83051744,0,4886,5457,3973,
83052744,0,4884,5455,3975,
83053744,0,4886,5456,3973,
83054744,0,4885,5476,3979,
83055744,0,4887,5453,3982,
83056744,0,4886,5435,3977,
83057744,0,4883,5459,3971,
83058744,0,4881,5472,3971,
83059744,0,4883,5457,3978,
83060744,0,4883,5454,3975,
83061744,0,4884,5457,3975,
83062744,0,4882,5466,3981,
83063744,0,4886,5458,3974,
83064744,0,4885,5441,3971,
83065744,0,4882,5470,3976,
83066744,0,4885,5464,3976,
83067744,0,4886,5432,3981,
83068744,0,4883,5478,3974,
83069744,0,4881,5456,3977,
83070744,0,4886,5461,3973,
83071744,0,4883,5461,3975,
83072744,0,4884,5455,3979,
83073744,0,4883,5458,3976,
83074744,0,4882,5473,3973,
83075744,0,4882,5463,3982,
83076744,0,4878,5476,3972,
83077744,0,4886,5473,3979,
83078744,0,4891,5476,3970,
83079744,0,4890,5437,3972,
83080744,0,4886,5433,3977,
83081744,0,4881,5460,3973,
83082744,0,4877,5467,3975,
83083744,0,4886,5453,3970,
83084744,0,4887,5457,3978,
83085744,0,4888,5463,3969,
83086744,0,4886,5457,3977,
83087744,0,4890,5453,3976,
83088744,0,4884,5451,3977,
83089744,0,4884,5473,3977,
83090744,0,4885,5431,3974,
83091744,0,4883,5433,3972,
83092744,0,4883,5488,3976,
83093744,0,4883,5489,3979,
83094744,0,4882,5462,3990,
83095744,0,4884,5454,3971,
83096744,0,4882,5459,3977,
83097744,0,4884,5456,3981,
83098744,0,4885,5458,3974,
83099744,0,4884,5461,3977,
83100744,0,4882,5463,3969,
83101744,0,4883,5459,3974,
83102744,0,4885,5457,3973,
83103744,0,4884,5450,3978,
83104744,0,4881,5462,3977,
83105744,0,4881,5450,3975,
83106744,0,4884,5456,3978,
83107744,0,4884,5458,3983,
83108744,0,4886,5459,3973,
83109744,0,4884,5455,3969,
83110744,0,4884,5458,3972,
83111744,0,4882,5459,3983,
83112744,0,4884,5454,3976,
83113744,0,4881,5458,3977,
83114744,0,4883,5458,3985,
83115744,0,4882,5456,3967,
83116744,0,4885,5454,3980,
83117744,0,4884,5458,3974,
83118744,0,4885,5461,3957,
83119744,0,4885,5459,3972,
83120744,0,4884,5454,3978,
83121744,0,4883,5453,3974,
83122744,0,4882,5453,3977,
83123744,0,4880,5459,3970,
83124744,0,4886,5459,3978,
83125744,0,4884,5456,3970,
83126744,0,4882,5455,3974,
83127744,0,4885,5453,3973,
83128744,0,4884,5457,3976,
83129744,0,4884,5455,3978,
83130744,0,4881,5462,3985,
83131744,0,4881,5456,3977,
83132744,0,4884,5457,3978,
83133744,0,4877,5457,3973,
83134744,0,4883,5459,3970,
83135744,0,4883,5462,3969,
83136744,0,4883,5452,3966,
83137744,0,4883,5453,3963,
83138744,0,4882,5455,3980,
83139744,0,4882,5458,3969,
83140744,0,4883,5460,3975,
83141744,0,4885,5458,3975,
83142744,0,4878,5457,3972,
83143744,0,4885,5457,3969,
83144744,0,4882,5454,3978,
83145744,0,4886,5454,3984,
83146744,0,4883,5456,3979,
83147744,0,4884,5456,3973,
83148744,0,4888,5459,3978,
83149744,0,4885,5458,3975,
83150744,0,4871,5457,3978,
83151744,0,4877,5458,3974,
83152744,0,4888,5456,3978,
83153744,0,4896,5454,3975,
83154744,0,4882,5458,3966,
83155744,0,4865,5456,3981,
83156744,0,4884,5455,3973,
83157744,0,4894,5455,3975,
83158744,0,4877,5455,3979,
83159744,0,4872,5454,3972,
83160744,0,4894,5455,3976,
83161744,0,4890,5454,3973,
83162744,0,4866,5463,3976,
83163744,0,4883,5456,3974,
83164744,0,4879,5457,3970,
83165744,0,4884,5455,3985,
